,price,fuel,gear,mileage,hp
29703,3.8,Gasoline,Manual,17.0 ,80 
29704,4.6,Gasoline,Manual,19.1 ,82 
29705,7.4,Gasoline,Manual,28.4 ,74.02 
29706,8.8,Diesel,Manual,24.3 ,88.5 
29707,12.0,Gasoline,Manual,16.36 ,140 
29708,6.25,Gasoline,Manual,19.0 ,94.68 
29709,2.64,Gasoline,Manual,17.8 ,68 
29710,6.0,Gasoline,Manual,20.89 ,81.80 
29711,5.0,Gasoline,Manual,18.16 ,86.8 
29712,6.99,Gasoline,Manual,16.5 ,110 
29713,7.1,Gasoline,Manual,25.47 ,88.50 
29714,4.85,Diesel,Manual,24.2 ,98.6 
29715,32.5,Gasoline,Manual,15.26 ,203.2 
29716,5.0,Gasoline,Manual,26.59 ,74 
29717,25.75,Diesel,Manual,19.62 ,192 
29718,1.15,Gasoline,Manual,0.0 ,nan
29719,2.5,Diesel,Manual,19.09 ,69.01 
29720,6.0,LPG,Automatic,21.4 ,83.1 
29721,1.5,Diesel,Automatic,19.7 ,46.3 
29722,1.1,Gasoline,Manual,21.12 ,88.8 
29723,2.45,Diesel,Automatic,25.32 ,77 
29724,6.8,Gasoline,Manual,18.49 ,100 
29725,7.25,Diesel,Automatic,15.1 ,140 
29726,8.79,Diesel,Manual,12.99 ,100.6 
29727,4.25,Diesel,Automatic,18.0 ,82 
29728,5.25,Diesel,Manual,20.14 ,88.73 
29729,85.0,Gasoline,Automatic,16.0 ,63 
29730,2.1,Diesel,Manual,20.36 ,78.9 
29731,7.5,Diesel,Manual,14.1 ,153.86 
29732,4.7,Gasoline,Automatic,23.84 ,84 
29733,5.95,Gasoline,Automatic,16.5 ,70 
29734,1.6,Diesel,Manual,19.7 ,46.3 
29735,10.0,Diesel,Manual,23.7 ,98.6 
29736,3.05,Diesel,Manual,23.1 ,67.04 
29737,4.35,Gasoline,Manual,21.79 ,67.05 
29738,2.5,Diesel,Automatic,17.0 ,80 
29739,1.5,Diesel,Automatic,20.0 ,68 
29740,3.0,Diesel,Manual,12.6 ,103.2 
29741,7.55,Diesel,Automatic,15.1 ,140 
29742,2.37,Gasoline,Manual,22.74 ,47.3 
29743,6.25,Diesel,Manual,18.6 ,81.83 
29744,2.2,Diesel,Manual,21.1 ,55.2 
29745,3.25,Diesel,Automatic,19.0 km/kg,85.8 
29746,4.2,Diesel,Manual,18.9 ,82 
29747,4.4,Gasoline,Manual,20.0 ,68.05 
29748,16.05,Gasoline,Automatic,15.1 ,152.87 
29749,4.0,Gasoline,Automatic,15.96 ,62.1 
29750,2.7,Diesel,Manual,21.1 ,55.2 
29751,13.5,Gasoline,Automatic,15.1 ,152.87 
29752,2.8,Gasoline,Manual,24.7 ,47.3 
29753,6.3,Gasoline,Manual,17.5 ,91.1 
29754,2.5,Diesel,Manual,25.17 ,53.3 
29755,2.35,Diesel,Automatic,20.36 ,78.9 
29756,1.8,Gasoline,Manual,16.1 ,nan
29757,1.85,Gasoline,Manual,15.6 ,70 
29758,2.75,Gasoline,Manual,21.5 ,81.80 
29759,4.67,Gasoline,Manual,18.9 ,81.86 
29760,3.25,Gasoline,Manual,23.59 ,67.06 
29761,9.75,Diesel,Automatic,19.67 ,126.2 
29762,10.5,Gasoline,Manual,15.73 ,174.33 
29763,2.5,Gasoline,Manual,23.08 ,63.1 
29764,5.8,Diesel,Manual,18.9 ,81.86 
29765,3.65,Diesel,Manual,22.07 ,73.9 
29766,10.5,Gasoline,Manual,25.6 ,97.9 
29767,7.3,Gasoline,Manual,17.4 ,81.86 
29768,2.89,Gasoline,Manual,24.7 ,47.3 
29769,16.0,Gasoline,Manual,13.0 ,168.5 
29770,3.3,Gasoline,Manual,18.9 ,67.1 
29771,2.5,Gasoline,Manual,22.74 ,47.3 
29772,22.0,Diesel,Manual,15.73 ,174.33 
29773,8.25,Diesel,Manual,17.5 ,88.7 
29774,3.2,Gasoline,Automatic,27.28 ,69 
29775,7.4,Diesel,Manual,17.0 ,118 
29776,6.95,Diesel,Manual,12.8 ,102 
29777,6.0,Gasoline,Manual,24.2 ,98.6 
29778,5.95,Gasoline,Manual,18.6 ,81.83 
29779,4.5,Gasoline,Manual,19.3 ,73.9 
29780,4.51,Diesel,Automatic,22.9 ,74 
29781,2.85,Gasoline,Manual,14.53 ,138.1 
29782,3.6,Diesel,Manual,17.71 ,78.9 
29783,1.95,Diesel,Manual,21.1 ,55.2 
29784,3.3,Gasoline,Manual,20.51 ,67.04 
29785,8.75,Gasoline,Manual,22.77 ,98.59 
29786,1.5,Gasoline,Manual,19.7 ,46.3 
29787,2.2,Diesel,Manual,23.2 ,73.94 
29788,7.5,Gasoline,Manual,12.05 ,154 
29789,7.75,Gasoline,Manual,11.5 ,171 
29790,80.0,Diesel,Automatic,18.9 ,67 
29791,4.2,Gasoline,Manual,20.89 ,81.80 
29792,4.15,Diesel,Manual,25.8 ,98.6 
29793,5.8,Gasoline,Manual,28.4 ,74.02 
29794,2.6,Diesel,Manual,23.95 ,67.05 
29795,2.55,Gasoline,Manual,23.01 ,67 
29796,3.3,Gasoline,Manual,20.14 ,81.86 
29797,3.2,Diesel,Manual,20.51 ,67.04 
29798,6.45,Gasoline,Manual,18.6 ,81.83 
29799,50.0,Gasoline,Manual,15.15 ,240 
29800,1.6,Gasoline,Manual,14.0 ,35 
29801,3.0,Diesel,Manual,23.84 ,84 
29802,3.2,Diesel,Manual,18.6 ,85.8 
29803,2.7,Diesel,Manual,22.74 ,47.3 
29804,4.0,Gasoline,Manual,27.28 ,69 
29805,2.49,Gasoline,Manual,21.1 ,55.2 
29806,3.6,Gasoline,Manual,22.9 ,74 
29807,4.5,Diesel,Manual,25.8 ,98.6 
29808,3.9,Gasoline,Manual,19.34 ,76 
29809,7.0,Gasoline,Manual,25.32 ,77 
29810,29.5,Gasoline,Manual,14.24 ,174.5 
29811,4.0,Gasoline,Manual,20.85 ,83.14 
29812,4.75,Gasoline,Manual,28.4 ,74 
29813,4.5,Gasoline,Manual,13.24 ,102.57 
29814,5.4,Gasoline,Manual,21.4 ,83.1 
29815,4.25,Gasoline,Manual,18.6 ,81.83 
29816,7.25,Gasoline,Manual,27.39 ,74 
29817,5.2,Gasoline,Manual,20.89 ,81.80 
29818,4.49,Gasoline,Manual,26.59 ,74 
29819,3.5,Gasoline,Manual,23.1 ,67.04 
29820,8.5,Electric,Automatic,21.38 ,88.7 
29821,2.35,Diesel,Manual,22.74 ,47.3 
29822,7.4,Diesel,Manual,24.3 ,88.5 
29823,5.5,Diesel,Manual,17.01 ,121.3 
29824,2.9,Diesel,Manual,21.1 ,85.80 
29825,4.5,Diesel,Manual,20.0 ,68.05 
29826,6.49,Diesel,Manual,17.8 ,117.3 
29827,3.1,Gasoline,Manual,19.02 ,67.05 
29828,5.95,Gasoline,Manual,19.87 ,83.8 
29829,1.9,Gasoline,Manual,0.0 ,62 
29830,7.49,Gasoline,Manual,15.1 ,140 
29831,9.0,Diesel,Manual,22.0 ,126.2 
29832,2.3,Gasoline,Manual,15.3 ,83.8 
29833,6.9,Gasoline,Manual,18.6 ,81.86 
29834,6.95,Gasoline,Manual,15.96 ,62.1 
29835,6.11,Gasoline,Manual,21.21 ,81.80 
29836,6.85,Gasoline,Manual,19.87 ,83.8 
29837,5.5,Gasoline,Manual,23.0 ,98.96 
29838,1.75,Diesel,Automatic,17.3 km/kg,57.5 
29839,3.65,Gasoline,Manual,21.79 ,67.05 
29840,3.6,Gasoline,Manual,22.1 ,74 
29841,5.5,Gasoline,Manual,20.89 ,81.80 
29842,11.45,Gasoline,Manual,14.28 ,138.03 
29843,20.0,Gasoline,Manual,17.41 ,167.68 
29844,2.1,Gasoline,Manual,22.74 ,47.3 
29845,14.0,Gasoline,Manual,13.0 ,168.5 
29846,2.59,Gasoline,Manual,19.2 km/kg,68.05 
29847,4.5,Gasoline,Automatic,22.32 ,126.32 
29848,2.65,Gasoline,Manual,21.1 ,55.2 
29849,8.9,Diesel,Manual,15.4 ,120 
29850,17.0,Gasoline,Manual,17.0 ,138.1 
29851,35.0,Gasoline,Manual,17.2 ,53.5 
29852,3.6,Gasoline,Manual,23.2 ,73.94 
29853,3.1,Gasoline,Manual,19.5 ,75 
29854,9.7,Gasoline,Manual,14.8 ,121.36 
29855,6.5,Gasoline,Manual,17.19 ,81.86 
29856,9.9,Gasoline,Manual,25.6 ,97.9 
29857,8.9,Gasoline,Manual,12.0 ,187.4 
29858,5.0,Gasoline,Manual,25.1 ,98.6 
29859,11.5,Gasoline,Manual,16.0 ,140 
29860,5.95,Gasoline,Manual,17.8 ,86.7 
29861,7.5,Gasoline,Manual,16.07 ,181 
29862,6.5,Gasoline,Manual,24.4 ,98.63 
29863,4.1,Gasoline,Manual,23.84 ,84 
29864,6.0,Gasoline,Manual,24.3 ,88.5 
29865,6.0,Gasoline,Manual,22.54 ,88.73 
29866,6.5,Gasoline,Automatic,21.19 ,88.73 
29867,10.0,Gasoline,Manual,17.05 ,184 
29868,4.3,Gasoline,Manual,22.32 ,126.32 
29869,25.5,Gasoline,Manual,14.24 ,174.5 
29870,5.6,Gasoline,Manual,20.85 ,83.14 
29871,2.0,Gasoline,Manual,19.1 ,70 
29872,2.45,Gasoline,Manual,22.5 ,67 
29873,6.25,Gasoline,Manual,16.47 ,74 
29874,2.3,Gasoline,Manual,16.47 ,73.9 
29875,2.3,Gasoline,Manual,19.81 ,68.05 
29876,5.0,Gasoline,Manual,23.84 ,83.83 
29877,7.5,Gasoline,Manual,15.1 ,140 
29878,3.2,Gasoline,Manual,23.2 ,73.94 
29879,17.25,Gasoline,Manual,13.68 ,147.51 
29880,4.5,Gasoline,Manual,19.44 ,67 
29881,3.1,Gasoline,Manual,20.54 ,103.6 
29882,54.99,Gasoline,Manual,17.2 ,235 
29883,4.0,Gasoline,Manual,21.64 ,84.8 
29884,6.2,Gasoline,Manual,21.21 ,81.80 
29885,3.2,Gasoline,Manual,19.1 ,81.86 
29886,10.5,Gasoline,Manual,11.5 ,171 
29887,13.5,Gasoline,Manual,13.01 ,194.3 
29888,6.2,Gasoline,Manual,18.49 ,100 
29889,4.5,Gasoline,Manual,25.2 ,74 
29890,6.95,Gasoline,Manual,17.01 ,126.2 
29891,6.5,Gasoline,Manual,21.21 ,81.80 
29892,6.4,Gasoline,Manual,17.4 ,117.3 
29893,9.75,Gasoline,Manual,15.4 ,120 
29894,59.99,Gasoline,Manual,9.0 ,nan
29895,3.0,Electric,Automatic,20.51 ,67.04 
29896,3.9,Gasoline,Manual,19.4 ,86.8 
29897,1.9,Gasoline,Manual,21.1 ,55.2 
29898,1.99,Gasoline,Manual,16.2 ,110 
29899,4.5,Gasoline,Manual,23.0 ,98.96 
29900,5.5,Gasoline,Manual,26.59 ,74 
29901,6.25,Gasoline,Automatic,19.0 ,88.7 
29902,5.65,Gasoline,Manual,17.19 ,81.86 
29903,3.8,Diesel,Manual,18.9 ,82 
29904,8.0,Gasoline,Manual,18.49 ,100 
29905,2.99,Gasoline,Manual,21.1 ,55.2 
29906,5.0,Gasoline,Manual,20.45 ,83.8 
29907,2.0,Diesel,Manual,20.0 ,68.1 
29908,28.5,Gasoline,Manual,14.24 ,174.5 
29909,65.0,Gasoline,Manual,0.0 ,nan
29910,11.0,Diesel,Automatic,17.01 ,126.2 
29911,3.5,Gasoline,Automatic,19.34 ,76 
29912,1.3,Diesel,Automatic,18.9 ,67.1 
29913,5.25,Gasoline,Manual,20.14 ,81.86 
29914,26.0,Gasoline,Automatic,14.24 ,174.5 
29915,1.7,Electric/Gasoline,Automatic,19.5 ,nan
29916,5.25,Diesel,Automatic,21.7 ,98.96 
29917,70.0,Diesel,Automatic,0.0 ,nan
29918,87.5,Gasoline,Automatic,11.0 ,170.63 
29919,9.0,Gasoline,Manual,19.61 ,108.5 
29920,4.25,Diesel,Automatic,18.9 ,82 
29921,8.5,Gasoline,Manual,24.3 ,88.5 
29922,4.7,Gasoline,Manual,21.63 ,67.04 
29923,2.85,Gasoline,Manual,20.62 ,67 
29924,3.8,Diesel,Manual,23.4 ,74 
29925,5.25,Gasoline,Manual,17.8 ,117.3 
29926,9.0,Gasoline,Manual,16.55 ,105 
29927,2.5,Diesel,Manual,19.81 ,68.05 
29928,13.5,Diesel,Manual,15.8 ,121.3 
29929,10.45,Diesel,Automatic,25.6 ,97.9 
29930,5.25,Diesel,Manual,15.1 ,140 
29931,1.5,Gasoline,Automatic,19.7 ,35 
29932,7.5,Gasoline,Manual,24.3 ,88.5 
29933,4.7,Diesel,Manual,17.8 ,75 
29934,6.5,Gasoline,Automatic,21.21 ,81.80 
29935,2.2,Diesel,Automatic,16.8 ,34.2 
29936,4.95,Diesel,Manual,26.59 ,74 
29937,9.24,Gasoline,Manual,17.5 ,88.7 
29938,2.3,Gasoline,Automatic,24.7 ,47.3 
29939,11.25,Diesel,Manual,16.0 ,140 
29940,3.5,Gasoline,Manual,22.95 ,74 
29941,1.21,Gasoline,Manual,0.0 ,62 
29942,4.8,Diesel,Manual,21.63 ,67 
29943,8.65,Diesel,Automatic,18.49 ,100 
29944,2.4,Diesel,Automatic,23.95 ,67.05 
29945,3.5,Diesel,Automatic,18.0 ,86.7 
29946,4.25,Diesel,Automatic,21.66 ,108.62 
29947,5.95,Diesel,Manual,22.77 ,98.59 
29948,5.75,Electric,Automatic,21.4 ,83.1 
29949,2.7,Diesel,Manual,18.0 ,nan
29950,4.18,Diesel,Manual,20.51 ,67.04 
29951,2.5,Diesel,Manual,22.7 ,53.64 
29952,17.0,Diesel,Manual,22.7 ,126.2 
29953,3.95,Gasoline,Automatic,18.9 ,82 
29954,12.25,Gasoline,Manual,16.0 ,140 
29955,40.0,Gasoline,Automatic,16.1 ,37 
29956,2.29,Gasoline,Automatic,20.36 ,78.9 
29957,23.0,Diesel,Automatic,11.4 ,153.86 
29958,26.8,Diesel,Manual,20.38 ,143 
29959,3.69,Diesel,Automatic,13.7 ,157.75 
29960,5.3,Electric,,17.01 ,121.3 
29961,3.99,Diesel,Manual,18.9 ,82 
29962,2.0,Diesel,Manual,18.6 ,79.4 
29963,6.5,Gasoline,Automatic,17.19 ,81.86 
29964,3.2,Diesel,Manual,21.79 ,67.05 
29965,2.2,Gasoline,Manual,21.1 ,55.2 
29966,4.1,Diesel,Automatic,19.3 ,73.9 
29967,6.8,Diesel,Automatic,18.6 ,88.76 
29968,2.9,Diesel,Manual,14.0 ,35 
29969,5.52,Diesel,Manual,21.21 ,81.80 
29970,4.25,Diesel,Manual,20.51 ,67.04 
29971,4.65,Gasoline,Automatic,15.37 ,73 
29972,9.0,Diesel,Manual,24.3 ,88.5 
29973,4.75,Gasoline,Automatic,20.3 ,68 
29974,4.25,Diesel,Automatic,15.3 ,83.83 
29975,8.5,Diesel,Manual,21.5 ,108.5 
29976,2.3,Gasoline,Manual,19.4 ,86.8 
29977,18.0,Gasoline,Manual,15.1 ,152.87 
29978,4.1,Gasoline,Manual,18.9 ,82 
29979,4.5,Gasoline,Manual,18.15 ,82 
29980,2.5,Gasoline,Manual,18.9 ,67.1 
29981,3.5,Diesel,Automatic,23.1 ,67.04 
29982,8.0,Gasoline,Manual,12.8 ,nan
29983,6.1,Gasoline,Automatic,23.0 ,98.96 
29984,3.5,Diesel,Manual,22.32 ,126.32 
29985,4.0,Diesel,Manual,11.57 ,138.1 
29986,8.0,Diesel,Manual,15.1 ,140 
29987,6.25,Diesel,Manual,21.21 ,81.80 
29988,3.84,Gasoline,Manual,18.2 ,73.8 
29989,7.0,Gasoline,Manual,27.39 ,74 
29990,7.09,Gasoline,Manual,21.38 ,88.7 
29991,8.5,Diesel,Manual,28.4 ,74.02 
29992,2.1,Diesel,Automatic,21.1 ,73.9 
29993,7.5,Diesel,Manual,28.4 ,74.02 
29994,2.5,Diesel,Manual,16.0 ,90 
29995,3.0,Gasoline,Manual,21.1 ,55.2 
29996,41.0,Diesel,Manual,16.1 ,37 
29997,10.0,Diesel,Manual,15.4 ,120 
29998,53.75,Diesel,Automatic,11.0 ,258 
29999,7.5,Diesel,Automatic,17.0 ,108.5 
30000,6.1,Electric,Automatic,21.4 ,83.1 
30001,4.59,Gasoline,Manual,20.34 ,103.2 
30002,4.6,Gasoline,Manual,20.85 ,83.14 
30003,4.0,Gasoline,Manual,23.59 ,67.04 
30004,5.6,Gasoline,Manual,21.9 ,90 
30005,8.0,Gasoline,Manual,25.5 ,98.6 
30006,5.8,Diesel,Manual,28.4 ,74 
30007,3.5,Gasoline,Manual,23.95 ,67.1 
30008,30.0,Gasoline,Manual,12.9 ,174.5 
30009,40.0,Gasoline,Manual,18.9 ,67.1 
30010,4.0,Diesel,Manual,14.0 ,112 
30011,4.3,Gasoline,Manual,18.9 ,82 
30012,2.2,Gasoline,Manual,23.57 ,70 
30013,4.9,Gasoline,Manual,17.6 ,88.73 
30014,4.1,Diesel,Manual,18.5 ,86.8 
30015,7.6,Gasoline,Manual,23.65 ,88.5 
30016,5.75,Gasoline,Manual,21.66 ,108.62 
30017,5.57,Gasoline,Manual,18.6 ,81.83 
30018,3.4,Gasoline,Manual,12.8 ,102 
30019,3.0,Gasoline,Manual,24.7 ,47.3 
30020,1.3,Gasoline,Manual,21.0 ,64.1 
30021,8.25,Gasoline,Manual,25.5 ,98.6 
30022,2.1,Gasoline,Manual,10.9 km/kg, 
30023,4.7,Gasoline,Manual,18.9 ,81.86 
30024,2.5,Gasoline,Manual,18.0 ,75 
30025,1.38,Diesel,Manual,19.7 ,46.3 
30026,4.65,Gasoline,Manual,18.9 ,81.86 
30027,8.7,Gasoline,Manual,26.0 ,98.6 
30028,4.1,Gasoline,Manual,23.0 ,88.7 
30029,5.0,Gasoline,Manual,20.89 ,81.80 
30030,4.75,Gasoline,Manual,20.89 ,81.80 
30031,7.8,Gasoline,Manual,21.19 ,88.76 
30032,5.59,Diesel,Automatic,21.21 ,103.2 
30033,5.2,Gasoline,Manual,18.6 ,81.83 
30034,45.0,Gasoline,Automatic,26.0 ,35 
30035,4.35,Gasoline,Manual,17.3 ,117.3 
30036,2.7,Gasoline,Manual,20.5 ,103.5 
30037,3.5,Diesel,Manual,25.8 ,98.6 
30038,3.99,Gasoline,Manual,23.01 ,67 
30039,3.0,Gasoline,Manual,17.21 ,100 
30040,3.25,Gasoline,Manual,21.79 ,67.05 
30041,2.5,Gasoline,Manual,20.85 ,83.14 
30042,2.0,Gasoline,Manual,15.6 ,70 
30043,12.8,Gasoline,Manual,14.28 ,138.03 
30044,1.75,Gasoline,Manual,18.2 ,67.1 
30045,3.5,Gasoline,Manual,25.2 ,74 
30046,3.4,Gasoline,Manual,18.2 ,73.8 
30047,8.65,Gasoline,Manual,21.9 ,98.6 
30048,7.2,Gasoline,Manual,24.3 ,88.5 
30049,5.8,Diesel,Manual,20.77 ,88.76 
30050,5.8,Gasoline,Manual,18.5 ,83.14 
30051,9.5,Gasoline,Manual,19.12 ,91.1 
30052,1.85,Gasoline,Manual,20.0 ,68 
30053,29.0,Gasoline,Manual,11.8 ,246.7 
30054,5.65,Gasoline,Manual,19.01 ,108.5 
30055,1.3,Gasoline,Manual,19.7 ,46.3 
30056,27.0,Gasoline,Manual,15.04 ,184 
30057,5.35,Gasoline,Manual,20.89 ,81.80 
30058,33.5,Gasoline,Manual,19.62 ,192 
30059,4.25,Gasoline,Automatic,19.01 ,108.5 
30060,4.1,Gasoline,Manual,23.08 ,63.1 
30061,2.5,Diesel,Automatic,14.1 ,70 
30062,3.4,Gasoline,Automatic,23.1 ,67.04 
30063,3.85,Diesel,Automatic,18.9 ,82 
30064,2.7,Diesel,Automatic,23.08 ,63.1 
30065,3.82,Diesel,Automatic,21.79 ,67.05 
30066,3.99,Gasoline,Automatic,12.8 ,102 
30067,6.25,Gasoline,Automatic,16.5 ,70 
30068,4.85,Diesel,Automatic,13.1 ,141 
30069,7.95,Gasoline,Automatic,16.55 ,105 
30070,2.9,Diesel,Automatic,20.36 ,78.9 
30071,3.0,Gasoline,Automatic,17.21 ,100 
30072,6.5,Diesel,Automatic,15.96 ,63 
30073,6.42,Diesel,Automatic,24.3 ,88.5 
30074,5.99,Diesel,Automatic,0.0 ,nan
30075,8.65,Gasoline,Automatic,22.77 ,98.59 
30076,2.25,Diesel,Automatic,23.08 ,63.1 
30077,2.95,Diesel,Automatic,21.1 ,55.2 
30078,3.45,Gasoline,Manual,25.8 ,98.6 
30079,1.5,Gasoline,Manual,14.0 ,35 
30080,1.5,Gasoline,Manual,19.7 ,46.3 
30081,14.5,Gasoline,Automatic,12.55 ,168.5 
30082,4.65,Gasoline,Manual,19.3 ,73.9 
30083,39.15,Gasoline,Manual,22.48 ,187.74 
30084,5.0,Gasoline,Manual,22.0 ,81.80 
30085,3.0,Gasoline,Manual,23.2 ,73.94 
30086,3.75,Gasoline,Manual,23.08 ,63.1 
30087,2.4,Gasoline,Manual,19.81 ,68.05 
30088,6.8,Diesel,Manual,26.59 ,74 
30089,4.95,Diesel,Manual,21.66 ,103.52 
30090,2.95,Gasoline,Automatic,25.17 ,53.3 
30091,1.0,Gasoline,Manual,16.8 ,68 
30092,1.29,Diesel,Manual,17.92 ,62.1 
30093,2.5,Gasoline,Manual,20.51 ,67.04 
30094,9.5,Gasoline,Manual,24.3 ,88.5 
30095,6.7,Gasoline,Manual,27.39 ,74 
30096,8.12,Gasoline,Automatic,20.73 ,91.1 
30097,2.35,Gasoline,Manual,25.17 ,53.3 
30098,3.8,Gasoline,Manual,18.6 ,85.8 
30099,2.0,Gasoline,Manual,20.0 ,68.05 
30100,33.5,Gasoline,Automatic,15.3 ,258 
30101,3.19,Gasoline,Manual,20.3 ,68.05 
30102,57.0,Gasoline,Manual,26.0 ,35 
30103,3.3,Gasoline,Manual,23.01 ,67 
30104,1.95,Gasoline,Manual,12.3 ,66.6 
30105,2.5,Gasoline,Manual,20.86 ,73.9 
30106,2.35,Electric/Gasoline,Manual,20.36 ,78.9 
30107,3.6,Electric/Gasoline,Manual,18.16 ,86.8 
30108,8.8,Electric/Gasoline,Manual,12.8 ,102 
30109,9.9,Gasoline,Manual,17.0 ,121.3 
30110,5.68,Gasoline,Manual,19.87 ,83.14 
30111,6.75,Gasoline,Manual,27.3 ,98.6 
30112,2.0,Gasoline,Manual,22.74 ,47.3 
30113,3.5,Gasoline,Manual,17.5 ,85.8 
30114,7.0,Gasoline,Manual,15.4 ,120 
30115,9.5,Gasoline,Manual,23.0 ,98.96 
30116,4.25,Gasoline,Manual,22.71 ,84.8 
30117,3.5,Gasoline,Manual,23.95 ,67.05 
30118,3.2,Gasoline,Automatic,25.8 ,98.6 
30119,3.95,Gasoline,Manual,21.27 ,88.76 
30120,3.0,Gasoline,Automatic,23.5 ,88.7 
30121,5.0,Diesel,Manual,19.0 ,85.8 
30122,1.9,Gasoline,Manual,18.9 ,67.1 
30123,2.35,Diesel,Manual,22.7 ,53.64 
30124,5.76,Diesel,Manual,22.77 ,98.59 
30125,10.25,Gasoline,Manual,11.5 ,171 
30126,90.0,Diesel,Manual,19.7 ,46.3 
30127,6.21,Diesel,Automatic,18.6 ,81.86 
30128,5.25,Diesel,Manual,17.19 ,81.86 
30129,12.9,Diesel,Manual,12.55 ,168.5 
30130,6.75,Gasoline,Automatic,19.0 ,88.76 
30131,7.0,Diesel,Automatic,18.49 ,100 
30132,6.0,Diesel,Manual,20.45 ,83.8 
30133,6.5,Diesel,Manual,28.09 ,88.5 
30134,1.55,Diesel,Automatic,15.7 ,75 
30135,7.5,Gasoline,Manual,26.82 ,93.87 
30136,3.5,Gasoline,Manual,20.51 ,67.04 
30137,2.5,Gasoline,Manual,10.5 ,120 
30138,5.15,Diesel,Automatic,21.4 ,83.1 
30139,15.5,Gasoline,Manual,14.59 ,149.92 
30140,12.0,Diesel,Manual,15.4 ,120 
30141,1.7,Gasoline,Automatic,17.92 ,62.1 
30142,4.5,Gasoline,Manual,16.78 ,88.73 
30143,2.95,Gasoline,Manual,21.79 ,67.05 
30144,8.25,Diesel,Automatic,25.1 ,88.5 
30145,1.61,Diesel,Manual,21.1 ,55.2 
30146,4.5,Diesel,Automatic,15.96 ,62.1 
30147,10.0,Diesel,Manual,17.4 ,117.3 
30148,5.5,Gasoline,Manual,18.6 ,81.83 
30149,2.3,Diesel,Automatic,19.4 ,86.8 
30150,2.95,Gasoline,Manual,18.5 ,80 
30151,90.0,Diesel,Automatic,16.8 ,68 
30152,6.5,Diesel,Manual,21.19 ,88.73 
30153,12.25,Diesel,Manual,16.0 ,140 
30154,6.5,Gasoline,Automatic,18.49 ,100 
30155,5.75,Gasoline,Manual,20.14 ,81.86 
30156,3.0,Gasoline,Manual,23.95 ,67.05 
30157,10.0,Diesel,Manual,16.0 ,140 
30158,26.5,Gasoline,Automatic,14.24 ,174.5 
30159,7.95,Diesel,Manual,19.1 ,98.6 
30160,4.92,Diesel,Automatic,12.05 ,120 
30161,10.5,Gasoline,Manual,24.3 ,88.5 
30162,6.5,Gasoline,Automatic,18.6 ,81.86 
30163,3.0,Diesel,Automatic,18.7 ,88.7 
30164,3.2,Diesel,Manual,20.54 ,103.6 
30165,10.1,Diesel,Manual,15.1 ,152.87 
30166,6.3,Diesel,Automatic,25.1 ,88.5 
30167,3.5,Gasoline,Manual,14.3 ,105 
30168,6.0,Diesel,Automatic,26.0 ,98.6 
30169,3.49,Gasoline,Automatic,20.54 ,103.6 
30170,3.85,Diesel,Manual,15.37 ,73 
30171,3.2,Gasoline,Manual,20.63 ,67 
30172,1.0,Diesel,Manual,18.9 ,67.1 
30173,11.0,Diesel,Manual,17.0 ,121.3 
30174,2.5,Diesel,Automatic,15.0 ,90 
30175,1.6,Diesel,Automatic,18.6 ,79.4 
30176,6.85,Diesel,Manual,27.39 ,74 
30177,9.25,Gasoline,Manual,19.12 ,91.1 
30178,2.5,Diesel,Manual,17.8 ,nan
30179,1.5,Gasoline,Manual,16.2 ,62.1 
30180,4.3,Gasoline,Manual,24.0 ,73.97 
30181,10.5,Gasoline,Manual,17.6 ,126.2 
30182,5.5,Gasoline,Manual,18.49 ,100 
30183,2.0,Diesel,Automatic,19.81 ,68.05 
30184,2.6,Gasoline,Automatic,18.3 ,147.9 
30185,6.5,Gasoline,Automatic,27.39 ,74 
30186,3.0,Gasoline,Manual,18.9 ,82 
30187,4.5,Gasoline,Automatic,25.83 ,99 
30188,4.5,Gasoline,Manual,18.6 ,81.83 
30189,8.5,Diesel,Manual,18.49 ,100 
30190,2.85,Diesel,Automatic,21.1 ,55.2 
30191,7.9,Gasoline,,24.12 ,88.50 
30192,25.0,Diesel,Manual,12.05 ,178.49 
30193,2.95,Gasoline,Manual,19.0 ,66.1 
30194,3.3,Diesel,Manual,15.3 ,83.83 
30195,7.9,Gasoline,Automatic,23.0 ,98.96 
30196,2.45,Diesel,Automatic,22.3 ,53.26 
30197,3.75,Gasoline,Manual,20.14 ,88.8 
30198,5.6,Diesel,Manual,22.54 ,88.73 
30199,5.0,Diesel,Manual,20.14 ,81.86 
30200,2.65,Gasoline,Manual,21.1 ,55.2 
30201,3.6,Diesel,Manual,17.0 ,73.75 
30202,2.7,Diesel,Manual,25.17 ,53.3 
30203,2.4,Gasoline,Manual,23.95 ,67.05 
30204,5.15,Diesel,Automatic,18.6 ,81.83 
30205,1.0,Gasoline,Automatic,18.2 ,67.1 
30206,6.0,Gasoline,Automatic,15.1 ,140 
30207,4.75,Diesel,Manual,28.4 ,74 
30208,4.0,Gasoline,Manual,16.8 ,116.3 
30209,80.0,Gasoline,Manual,18.0 ,62 
30210,3.75,Gasoline,Manual,19.1 ,82 
30211,8.75,Diesel,Automatic,22.77 ,98.59 
30212,6.3,Gasoline,Automatic,19.0 ,94.68 
30213,5.7,Gasoline,Manual,20.77 ,88.76 
30214,9.82,Diesel,Automatic,15.4 ,75 
